Attached kprobe to mutex_lock and kretprobe to mutex_unlock
Attached kprobe to _raw_write_lock and kretprobe to _raw_write_unlock
Attached kprobe to _raw_read_lock and kretprobe to _raw_read_unlock
Tracing  locks for 30 seconds
TIME(s)            COMM             PID    LOCKTIME
    Trace: b'_raw_read_lock'<br>b'jbd2__journal_start'<br>b'__ext4_journal_start_sb'<br>b'ext4_dirty_inode'<br>b'__mark_inode_dirty'<br>b'generic_write_end'<br>b'ext4_da_write_end'<br>b'generic_perform_write'<br>b'ext4_buffered_write_iter'<br>b'ext4_file_write_iter'<br>b'do_iter_readv_writev'<br>b'do_iter_write'<br>b'vfs_writev'<br>b'do_writev'<br>b'__x64_sys_writev'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 17
      Time: 56502 ns
    Trace: b'_raw_read_lock'<br>b'jbd2__journal_start'<br>b'__ext4_journal_start_sb'<br>b'ext4_rename'<br>b'ext4_rename2'<br>b'vfs_rename'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 3
      Time: 20433 ns
    Trace: b'_raw_read_lock'<br>b'jbd2__journal_start'<br>b'__ext4_journal_start_sb'<br>b'ext4_do_writepages'<br>b'ext4_writepages'<br>b'do_writepages'<br>b'filemap_fdatawrite_wbc'<br>b'__filemap_fdatawrite_range'<br>b'filemap_flush'<br>b'ext4_alloc_da_blocks'<br>b'ext4_rename'<br>b'ext4_rename2'<br>b'vfs_rename'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 2
      Time: 8136 ns
    Trace: b'_raw_read_lock'<br>b'jbd2__journal_start'<br>b'__ext4_journal_start_sb'<br>b'ext4_evict_inode'<br>b'evict'<br>b'iput'<br>b'dentry_unlink_inode'<br>b'__dentry_kill'<br>b'dput'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 2
      Time: 7740 ns
Lock Address: 18388517939042112032
  Lock Name: mutex
  Total Lock Time: 115321 ns
  Lock Count: 3
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 3
      Time: 115321 ns
Lock Address: 18388517955038362472
  Lock Name: read_lock
  Total Lock Time: 115907 ns
  Lock Count: 31
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'_raw_read_lock'<br>b'ext4_da_map_blocks.constprop.0'<br>b'ext4_da_get_block_prep'<br>b'ext4_block_write_begin'<br>b'ext4_da_write_begin'<br>b'generic_perform_write'<br>b'ext4_buffered_write_iter'<br>b'ext4_file_write_iter'<br>b'do_iter_readv_writev'<br>b'do_iter_write'<br>b'vfs_writev'<br>b'do_writev'<br>b'__x64_sys_writev'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 11
      Time: 35171 ns
    Trace: b'_raw_read_lock'<br>b'ext4_ext_map_blocks'<br>b'ext4_da_map_blocks.constprop.0'<br>b'ext4_da_get_block_prep'<br>b'ext4_block_write_begin'<br>b'ext4_da_write_begin'<br>b'generic_perform_write'<br>b'ext4_buffered_write_iter'<br>b'ext4_file_write_iter'<br>b'do_iter_readv_writev'<br>b'do_iter_write'<br>b'vfs_writev'<br>b'do_writev'<br>b'__x64_sys_writev'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 2
      Time: 6950 ns
    Trace: b'_raw_write_lock'<br>b'ext4_ext_map_blocks'<br>b'ext4_da_map_blocks.constprop.0'<br>b'ext4_da_get_block_prep'<br>b'ext4_block_write_begin'<br>b'ext4_da_write_begin'<br>b'generic_perform_write'<br>b'ext4_buffered_write_iter'<br>b'ext4_file_write_iter'<br>b'do_iter_readv_writev'<br>b'do_iter_write'<br>b'vfs_writev'<br>b'do_writev'<br>b'__x64_sys_writev'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 2
      Time: 15505 ns
    Trace: b'_raw_write_lock'<br>b'ext4_da_map_blocks.constprop.0'<br>b'ext4_da_get_block_prep'<br>b'ext4_block_write_begin'<br>b'ext4_da_write_begin'<br>b'generic_perform_write'<br>b'ext4_buffered_write_iter'<br>b'ext4_file_write_iter'<br>b'do_iter_readv_writev'<br>b'do_iter_write'<br>b'vfs_writev'<br>b'do_writev'<br>b'__x64_sys_writev'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 11
      Time: 35390 ns
    Trace: b'_raw_write_lock'<br>b'ext4_ext_truncate'<br>b'ext4_truncate'<br>b'ext4_evict_inode'<br>b'evict'<br>b'iput'<br>b'dentry_unlink_inode'<br>b'__dentry_kill'<br>b'dput'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 1
      Time: 7939 ns
    Trace: b'_raw_write_lock'<br>b'ext4_clear_inode'<br>b'ext4_free_inode'<br>b'ext4_evict_inode'<br>b'evict'<br>b'iput'<br>b'dentry_unlink_inode'<br>b'__dentry_kill'<br>b'dput'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 1
      Time: 3259 ns
    Trace: b'_raw_read_lock'<br>b'ext4_map_blocks'<br>b'mpage_map_one_extent'<br>b'mpage_map_and_submit_extent'<br>b'ext4_do_writepages'<br>b'ext4_writepages'<br>b'do_writepages'<br>b'filemap_fdatawrite_wbc'<br>b'__filemap_fdatawrite_range'<br>b'filemap_flush'<br>b'ext4_alloc_da_blocks'<br>b'ext4_rename'<br>b'ext4_rename2'<br>b'vfs_rename'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 2
      Time: 7179 ns
    Trace: b'_raw_write_lock'<br>b'ext4_map_blocks'<br>b'mpage_map_one_extent'<br>b'mpage_map_and_submit_extent'<br>b'ext4_do_writepages'<br>b'ext4_writepages'<br>b'do_writepages'<br>b'filemap_fdatawrite_wbc'<br>b'__filemap_fdatawrite_range'<br>b'filemap_flush'<br>b'ext4_alloc_da_blocks'<br>b'ext4_rename'<br>b'ext4_rename2'<br>b'vfs_rename'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 1
      Time: 4514 ns
Lock Address: 18388517952746805792
  Lock Name: mutex
  Total Lock Time: 120719 ns
  Lock Count: 6
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 6
      Time: 120719 ns
Lock Address: 18388517939129509920
  Lock Name: mutex
  Total Lock Time: 122421 ns
  Lock Count: 10
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 10
      Time: 122421 ns
Lock Address: 18388517939129510944
  Lock Name: mutex
  Total Lock Time: 130755 ns
  Lock Count: 10
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 10
      Time: 130755 ns
Lock Address: 18388517939129511456
  Lock Name: mutex
  Total Lock Time: 130994 ns
  Lock Count: 10
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 10
      Time: 130994 ns
Lock Address: 18388517952746800160
  Lock Name: mutex
  Total Lock Time: 134344 ns
  Lock Count: 8
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 8
      Time: 134344 ns
Lock Address: 18388517939042109984
  Lock Name: mutex
  Total Lock Time: 170895 ns
  Lock Count: 5
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 5
      Time: 170895 ns
Lock Address: 18388517939129510176
  Lock Name: mutex
  Total Lock Time: 171750 ns
  Lock Count: 10
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 10
      Time: 171750 ns
Lock Address: 18388517939042109216
  Lock Name: mutex
  Total Lock Time: 200821 ns
  Lock Count: 3
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 3
      Time: 200821 ns
Lock Address: 18388517939129513760
  Lock Name: mutex
  Total Lock Time: 207753 ns
  Lock Count: 12
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 12
      Time: 207753 ns
Lock Address: 18388517939042110240
  Lock Name: mutex
  Total Lock Time: 214117 ns
  Lock Count: 5
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 5
      Time: 214117 ns
Lock Address: 18388517964412566376
  Lock Name: read_lock
  Total Lock Time: 221558 ns
  Lock Count: 64
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'_raw_read_lock'<br>b'ext4_map_blocks'<br>b'ext4_getblk'<br>b'ext4_bread'<br>b'__ext4_read_dirblock'<br>b'htree_dirblock_to_tree'<br>b'ext4_htree_fill_tree'<br>b'ext4_dx_readdir'<br>b'ext4_readdir'<br>b'iterate_dir'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 64
      Time: 221558 ns
Lock Address: 18388517939042110496
  Lock Name: mutex
  Total Lock Time: 250591 ns
  Lock Count: 5
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 5
      Time: 250591 ns
Lock Address: 18446744071655467912
  Lock Name: read_lock
  Total Lock Time: 277268 ns
  Lock Count: 62
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'_raw_read_lock'<br>b'proc_tgid_net_lookup'<br>b'lookup_open.isra.0'<br>b'open_last_lookups'<br>b'path_openat'<br>b'do_filp_open'<br>b'do_sys_openat2'<br>b'__x64_sys_openat'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 62
      Time: 277268 ns
Lock Address: 18388517939129512736
  Lock Name: mutex
  Total Lock Time: 278157 ns
  Lock Count: 18
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 18
      Time: 278157 ns
Lock Address: 18388517939042112288
  Lock Name: mutex
  Total Lock Time: 308625 ns
  Lock Count: 4
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 4
      Time: 308625 ns
Lock Address: 18388517939042108192
  Lock Name: mutex
  Total Lock Time: 317648 ns
  Lock Count: 4
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 4
      Time: 317648 ns
Lock Address: 18388517939027212832
  Lock Name: mutex
  Total Lock Time: 357977 ns
  Lock Count: 10
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 10
      Time: 357977 ns
Lock Address: 18388517938868907808
  Lock Name: mutex
  Total Lock Time: 414645 ns
  Lock Count: 16
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 16
      Time: 414645 ns
Lock Address: 18388517938868910880
  Lock Name: mutex
  Total Lock Time: 428550 ns
  Lock Count: 16
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 16
      Time: 428550 ns
Lock Address: 18388517939027207712
  Lock Name: mutex
  Total Lock Time: 459852 ns
  Lock Count: 10
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 10
      Time: 459852 ns
Lock Address: 18388517939042114336
  Lock Name: mutex
  Total Lock Time: 479736 ns
  Lock Count: 7
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 7
      Time: 479736 ns
Lock Address: 18388517939027206176
  Lock Name: mutex
  Total Lock Time: 584724 ns
  Lock Count: 23
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 23
      Time: 584724 ns
Lock Address: 18388517939027210016
  Lock Name: mutex
  Total Lock Time: 601936 ns
  Lock Count: 23
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 23
      Time: 601936 ns
Lock Address: 18388517939027214112
  Lock Name: mutex
  Total Lock Time: 653588 ns
  Lock Count: 11
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 11
      Time: 653588 ns
Lock Address: 18388517938868905504
  Lock Name: mutex
  Total Lock Time: 664741 ns
  Lock Count: 19
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 19
      Time: 664741 ns
Lock Address: 18388517938868908064
  Lock Name: mutex
  Total Lock Time: 671854 ns
  Lock Count: 18
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 18
      Time: 671854 ns
Lock Address: 18388517938868908832
  Lock Name: mutex
  Total Lock Time: 751281 ns
  Lock Count: 16
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 15
      Time: 404430 ns
    Trace: b'mutex_lock'<br>b'do_writev'<br>b'__x64_sys_writev'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 1
      Time: 346851 ns
Lock Address: 18388517938868911904
  Lock Name: mutex
  Total Lock Time: 809079 ns
  Lock Count: 20
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 20
      Time: 809079 ns
Lock Address: 18388517938868903968
  Lock Name: mutex
  Total Lock Time: 847540 ns
  Lock Count: 19
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 19
      Time: 847540 ns
Lock Address: 18388517939027206432
  Lock Name: mutex
  Total Lock Time: 993559 ns
  Lock Count: 23
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 22
      Time: 621767 ns
    Trace: b'mutex_lock'<br>b'do_writev'<br>b'__x64_sys_writev'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 1
      Time: 371792 ns
Lock Address: 18388517938868904736
  Lock Name: mutex
  Total Lock Time: 1009496 ns
  Lock Count: 21
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 21
      Time: 1009496 ns
Lock Address: 18388517938868911136
  Lock Name: mutex
  Total Lock Time: 1066593 ns
  Lock Count: 21
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 21
      Time: 1066593 ns
Lock Address: 18388517938868904480
  Lock Name: mutex
  Total Lock Time: 1159400 ns
  Lock Count: 21
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 21
      Time: 1159400 ns
Lock Address: 18388517938868904992
  Lock Name: mutex
  Total Lock Time: 1248681 ns
  Lock Count: 20
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 20
      Time: 1248681 ns
Lock Address: 18388517939027207968
  Lock Name: mutex
  Total Lock Time: 1282785 ns
  Lock Count: 28
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 28
      Time: 1282785 ns
Lock Address: 18446744071631907152
  Lock Name: mutex
  Total Lock Time: 1311138 ns
  Lock Count: 99
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'psi_cpu_show'<br>b'seq_read_iter'<br>b'seq_read'<br>b'proc_reg_read'<br>b'vfs_read'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 33
      Time: 607458 ns
    Trace: b'mutex_lock'<br>b'psi_memory_show'<br>b'seq_read_iter'<br>b'seq_read'<br>b'proc_reg_read'<br>b'vfs_read'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 33
      Time: 364323 ns
    Trace: b'mutex_lock'<br>b'psi_io_show'<br>b'seq_read_iter'<br>b'seq_read'<br>b'proc_reg_read'<br>b'vfs_read'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 33
      Time: 339357 ns
Lock Address: 18388517939027209248
  Lock Name: mutex
  Total Lock Time: 1331999 ns
  Lock Count: 15
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
